location_code,cidade,bairro,logradouro,location,neighborhood_code,city_code
23172,sao paulo,artur alvim,rua irmao nicolau da fonseca,s.paulo|artur alvim|rua irmao nicolau da fonseca,138,358
14563,mogi mirim,centro,rua senador jose bonifacio,mogi mirim|centro|rua senador jose bonifacio,513,229
16127,pedreira,pedreira,rua mascarenhas de moraes,pedreira|pedreira|rua mascarenhas de moraes,4182,270
24519,sao paulo,casa verde,avenida engenheiro caetano alvares,s.paulo|casa verde|avenida engenheiro caetano alvares,480,358
33948,sao paulo,vila medeiros,rua coronel francisco de araujo,s.paulo|vila medeiros|rua coronel francisco de araujo,5577,358
37544,votuporanga,votuporanga,rua mario alves pereira,votuporanga|votuporanga|rua mario alves pereira,6100,425
18690,santo andre,jardim progresso,rua brotas,s.andre|jardim progresso|rua brotas,2431,331
31224,sao paulo,sao lucas,rua doutor silvio noronha,s.paulo|sao lucas|rua doutor silvio noronha,4761,358
25093,sao paulo,cidade lider,rua virginia augusta miguel,s.paulo|cidade lider|rua virginia augusta miguel,774,358
29661,sao paulo,pedreira,avenida das garoupas,s.paulo|pedreira|avenida das garoupas,4182,358
19760,santo andre,vila pires,rua clelia,s.andre|vila pires|rua clelia,5747,331
12596,limeira,jardim santa cecilia,rua farmaceutico jacobe faneli,limeira|jardim santa cecilia|rua farmaceutico jacobe faneli,2541,202
524,araras,jardim nova araras,rua das palmeiras,araras|jardim nova araras|rua das palmeiras,2253,23
17887,rincao,rincao,rua vereador jose antonio de lima,rincao|rincao|rua vereador jose antonio de lima,4642,322
3298,campinas,pq industrial,avenida joao batista morato do canto,campinas|pq industrial|avenida joao batista morato do canto,4330,61
19425,santo andre,vila curuca,travessa aimbere,s.andre|vila curuca|travessa aimbere,5250,331
14105,mogi das cruzes,jundiapeba,rua benedicto de souza branco,mogi das cruzes|jundiapeba|rua benedicto de souza branco,3417,227
31265,sao paulo,sao lucas,rua joaquim abreu luz,s.paulo|sao lucas|rua joaquim abreu luz,4761,358
33196,sao paulo,vila formosa,rua santiago rodrigues,s.paulo|vila formosa|rua santiago rodrigues,5351,358
28034,sao paulo,jardim martinica,rua gilson rocha pitta,s.paulo|jardim martinica|rua gilson rocha pitta,2151,358
19907,santo andre,vila vitoria,rua bororos,s.andre|vila vitoria|rua bororos,5973,331
14824,orlandia,centro,avenida dezesseis,orlandia|centro|avenida dezesseis,513,248
31161,sao paulo,sao judas,rua mario augusto ferrao,s.paulo|sao judas|rua mario augusto ferrao,4758,358
22670,sao jose dos campos,vila dirce,acesso avenida conde francisco matarazzo,s.jose dos campos|vila dirce|acesso avenida conde francisco matarazzo,5277,352
4027,carapicuiba,area rural,rua dona rosa,carapicuiba|area rural|rua dona rosa,123,71
9372,hortolandia,jardim rosolen,rua antonio fernandes leite,hortolandia|jardim rosolen|rua antonio fernandes leite,2510,139
37133,tiete,sao pedro,rua antonio miguel lulia,tiete|sao pedro|rua antonio miguel lulia,4769,405
29335,sao paulo,pari,praca padre bento,s.paulo|pari|praca padre bento,3785,358
6748,ferraz de vasconcelos,vila jamil,rua tapajos,ferraz de vasconcelos|vila jamil|rua tapajos,5467,118
37452,varzea paulista,vila real,rua ilha bela,varzea paulista|vila real|rua ilha bela,5784,420
33829,sao paulo,vila matilde,rua aldo moro,s.paulo|vila matilde|rua aldo moro,5574,358
33974,sao paulo,vila medeiros,rua maraa,s.paulo|vila medeiros|rua maraa,5577,358
15373,osasco,jardim roberto,rua lucinda rodrigues dos santos,osasco|jardim roberto|rua lucinda rodrigues dos santos,2491,249
30097,sao paulo,pirituba,avenida benedito andrade,s.paulo|pirituba|avenida benedito andrade,4216,358
33843,sao paulo,vila matilde,rua capitao jose leite,s.paulo|vila matilde|rua capitao jose leite,5574,358
17729,ribeirao preto,presidente dutra,rua javari,ribeirao preto|presidente dutra|rua javari,4418,320
17769,ribeirao preto,ribeirania,marginal da avenida leao xiii,ribeirao preto|ribeirania|marginal da avenida leao xiii,4639,320
36427,suzano,vila costa,rua nossa senhora aparecida,suzano|vila costa|rua nossa senhora aparecida,5240,387
30878,sao paulo,santana,rua coronel lucio rosales,s.paulo|santana|rua coronel lucio rosales,4725,358
17171,ribeirao pires,jardim garibaldi,rua primeiro de junho,ribeirao pires|jardim garibaldi|rua primeiro de junho,1870,319
943,barretos,rural,avenida nove de julho,barretos|rural|avenida nove de julho,4680,35
5094,cubatao,jd vl couto,avenida washignton luis,cubatao|jd vl couto|avenida washignton luis,3380,96
3544,campinas,vila georgia,rua waldemar cesar da silveira,campinas|vila georgia|rua waldemar cesar da silveira,5366,61
518,araras,jardim jose ometo,avenida orfeu manente,araras|jardim jose ometo|avenida orfeu manente,2009,23
23481,sao paulo,brasilandia,rua jaime manhani,s.paulo|brasilandia|rua jaime manhani,395,358
13031,maua,centro,rua princesa isabel,maua|centro|rua princesa isabel,513,217
24475,sao paulo,carrao,rua manilha,s.paulo|carrao|rua manilha,476,358
28792,sao paulo,lajeado,rua santa rita,s.paulo|lajeado|rua santa rita,3437,358
19355,santo andre,vila camilopolis,rua clara,s.andre|vila camilopolis|rua clara,5173,331
35200,sorocaba,brigadeiro tobias,estrada querencia,sorocaba|brigadeiro tobias|estrada querencia,397,385
5730,diadema,serraria,avenida jose bonifacio,diadema|serraria|avenida jose bonifacio,4796,99
23957,sao paulo,campo grande,rua odilon egydio do amaral souza,s.paulo|campo grande|rua odilon egydio do amaral souza,441,358
30838,sao paulo,santana,acesso para marginal tiete central sent,s.paulo|santana|acesso para marginal tiete central sent,4725,358
27109,sao paulo,jaguara,rua pinheiro raposo,s.paulo|jaguara|rua pinheiro raposo,1349,358
11485,itupeva,bairro sao pedro,estrada joaquim bueno neto,itupeva|bairro sao pedro|estrada joaquim bueno neto,272,178
18380,santo andre,condominio maracana,avenida valentim magalhaes,s.andre|condominio maracana|avenida valentim magalhaes,890,331
13641,maua,vila assis brasil,rua otavio polidoro,maua|vila assis brasil|rua otavio polidoro,5081,217
7222,garca,bairro labienopolis,rua alice nassif,garca|bairro labienopolis|rua alice nassif,232,123
27835,sao paulo,jardim guairaca,rua jacitara tipiti,s.paulo|jardim guairaca|rua jacitara tipiti,1885,358
15015,osasco,centro,rua alfredo sturlini,osasco|centro|rua alfredo sturlini,513,249
8386,guarulhos,maia,rua delezinho de almeida franco,guarulhos|maia|rua delezinho de almeida franco,3528,136
14718,monte mor,bairro da serra,rua julieta montera,monte mor|bairro da serra|rua julieta montera,184,235
35116,serrana,jardim cristina,rua jose damasio coutrim,serrana|jardim cristina|rua jose damasio coutrim,1662,379
10647,itaquaquecetuba,jardim da estacao,rua oscar bressane,itaquaquecetuba|jardim da estacao|rua oscar bressane,1676,170
23175,sao paulo,artur alvim,rua jose guedes,s.paulo|artur alvim|rua jose guedes,138,358
5127,cunha,centro,rua augusto galvao de franca,cunha|centro|rua augusto galvao de franca,513,97
29303,sao paulo,parelheiros,rua ipe roxo,s.paulo|parelheiros|rua ipe roxo,3784,358
13021,maua,centro,rua fabio jose delpoio,maua|centro|rua fabio jose delpoio,513,217
32354,sao paulo,tatuape,rua itaca,s.paulo|tatuape|rua itaca,4894,358
14782,nhandeara,nhandeara,rodovia sp 310 km 508+300mts,nhandeara|nhandeara|rodovia sp 310 km 508+300mts,3639,241
37185,ubatuba,mato dentro,rua papoulas,ubatuba|mato dentro|rua papoulas,3559,412
23464,sao paulo,brasilandia,rua expressionismo,s.paulo|brasilandia|rua expressionismo,395,358
14228,mogi das cruzes,taboao,rodovia sp 088,mogi das cruzes|taboao|rodovia sp 088,4874,227
29203,sao paulo,morumbi,avenida morumbi,s.paulo|morumbi|avenida morumbi,3626,358
31549,sao paulo,sao mateus,rua simao da silva,s.paulo|sao mateus|rua simao da silva,4765,358
12494,limeira,graminha,rua horacio severino,limeira|graminha|rua horacio severino,1216,202
9203,guarulhos,vila rio,passarela c,guarulhos|vila rio|passarela c,5801,136
9826,itapecerica da serra,centro,rua bariri,itapecerica da serra|centro|rua bariri,513,162
16067,paulinia,parque bom retiro,rua lina margarida de oliveira,paulinia|parque bom retiro|rua lina margarida de oliveira,3809,265
31998,sao paulo,sapopemba,rua leandro de sevilha,s.paulo|sapopemba|rua leandro de sevilha,4779,358
28607,sao paulo,jose bonifacio,rua aroeira do campo,s.paulo|jose bonifacio|rua aroeira do campo,3408,358
34258,sao paulo,vila prudente,rua maria daffre,s.paulo|vila prudente|rua maria daffre,5773,358
23188,sao paulo,artur alvim,rua padre antonio reis,s.paulo|artur alvim|rua padre antonio reis,138,358
8730,guarulhos,pimentas,rua santo agostinho,guarulhos|pimentas|rua santo agostinho,4204,136
33601,sao paulo,vila mariana,rua francisco aquarone,s.paulo|vila mariana|rua francisco aquarone,5552,358
22048,sao carlos,vila costa do sol,rua costa do sol,s.carlos|vila costa do sol|rua costa do sol,5241,340
35080,santos,vila matias,avenida francisco manoel,santos|vila matias|avenida francisco manoel,5573,375
20388,sao bernardo do campo,baeta neves,rua tales dos santos freire,s.bernardo do campo|baeta neves|rua tales dos santos freire,157,337
24133,sao paulo,campo limpo,rua tomaz de araujo,s.paulo|campo limpo|rua tomaz de araujo,442,358
33647,sao paulo,vila mariana,rua professor frontino guimaraes,s.paulo|vila mariana|rua professor frontino guimaraes,5552,358
18769,santo andre,jardim silvana,rua agostinho de campos,s.andre|jardim silvana|rua agostinho de campos,2699,331
1019,barueri,centro empresarial tambore,alameda arapoema,barueri|centro empresarial tambore|alameda arapoema,523,37
32712,sao paulo,vila antonieta,rua alto belo,s.paulo|vila antonieta|rua alto belo,5059,358
34630,sao vicente,centro,rua djalma dutra,s.vicente|centro|rua djalma dutra,513,366
23468,sao paulo,brasilandia,rua giacomo della porta,s.paulo|brasilandia|rua giacomo della porta,395,358
1310,bauru,n octavio rasi,rua manoel bonachela,bauru|n octavio rasi|rua manoel bonachela,3632,40
32243,sao paulo,socorro,rua andre de leao,s.paulo|socorro|rua andre de leao,4845,358
28827,sao paulo,lapa,rua alvarenga peixoto,s.paulo|lapa|rua alvarenga peixoto,3439,358
31650,sao paulo,sao miguel,rua nova ponte,s.paulo|sao miguel|rua nova ponte,4766,358
13873,mococa,rural,rua jose ribeiro,mococa|rural|rua jose ribeiro,4680,226
12243,jundiai,retiro,rua manoel maria saraiva filho,jundiai|retiro|rua manoel maria saraiva filho,4634,194
14255,mogi das cruzes,vila nova cintra,rua odilon afonso,mogi das cruzes|vila nova cintra|rua odilon afonso,5651,227
22343,sao jose dos campos,campo dos alemaes,avenida dos evangelicos,s.jose dos campos|campo dos alemaes|avenida dos evangelicos,440,352
31027,sao paulo,santo amaro,rua luis correia de melo,s.paulo|santo amaro|rua luis correia de melo,4727,358
17989,rio claro,jardim kennedy,avenida marginal 1,rio claro|jardim kennedy|avenida marginal 1,2022,324
33238,sao paulo,vila guarani (zona sul),rua jurupeba,s.paulo|vila guarani (zona sul)|rua jurupeba,5388,358
31706,sao paulo,sao rafael,rua antonio de morais,s.paulo|sao rafael|rua antonio de morais,4770,358
1010,barueri,centro com e empr jubran,avenida tucunare,barueri|centro com e empr jubran|avenida tucunare,519,37
22083,sao cruz do rio pardo,area rural,rua jose azarias sales,s.cruz do rio pardo|area rural|rua jose azarias sales,123,343
33065,sao paulo,vila ede,rua zalina rolim,s.paulo|vila ede|rua zalina rolim,5308,358
30118,sao paulo,pirituba,praca comendador souza cruz,s.paulo|pirituba|praca comendador souza cruz,4216,358
23167,sao paulo,artur alvim,rua guariata,s.paulo|artur alvim|rua guariata,138,358
5305,diadema,centro,avenida vereador juarez rios de vasconce,diadema|centro|avenida vereador juarez rios de vasconce,513,99
9410,hortolandia,jardim sao sebastiao,rua alecrim,hortolandia|jardim sao sebastiao|rua alecrim,2681,139
29743,sao paulo,penha de franca,rua aquilino vidal,s.paulo|penha de franca|rua aquilino vidal,4185,358
22881,sao paulo,agua rasa,rua santiago rodrigues,s.paulo|agua rasa|rua santiago rodrigues,24,358
19983,sao barbara d oeste,jardim cedros,rua luis furlan,s.barbara d oeste|jardim cedros|rua luis furlan,1609,335
12748,louveira,residencial burck,rua joao crispim,louveira|residencial burck|rua joao crispim,4568,205
29852,sao paulo,penha,rua padre bernardino bandeira,s.paulo|penha|rua padre bernardino bandeira,4184,358
33900,sao paulo,vila matilde,rua tenente coronel soares neiva,s.paulo|vila matilde|rua tenente coronel soares neiva,5574,358
24641,sao paulo,chacara itaim,rua professor geraldo ataliba,s.paulo|chacara itaim|rua professor geraldo ataliba,601,358
17986,rio claro,jardim floridiana,rua caminho 1,rio claro|jardim floridiana|rua caminho 1,1858,324
13939,mogi das cruzes,centro,rua senador dantas,mogi das cruzes|centro|rua senador dantas,513,227
35086,santos,vila matias,rua padre donizete,santos|vila matias|rua padre donizete,5573,375
20520,sao bernardo do campo,centro,rua banda,s.bernardo do campo|centro|rua banda,513,337
37214,valinhos,bairro cecap,rua vereador valter obmer woelzke,valinhos|bairro cecap|rua vereador valter obmer woelzke,172,415
28862,sao paulo,lapa,rua duilio,s.paulo|lapa|rua duilio,3439,358
20506,sao bernardo do campo,centro,rua americo brasiliense,s.bernardo do campo|centro|rua americo brasiliense,513,337
439,araraquara,jd sao rafael,avenida candido santos,araraquara|jd sao rafael|avenida candido santos,3317,22
18039,rio claro,zona central,avenida 11,rio claro|zona central|avenida 11,6110,324
29146,sao paulo,mooca,rua conselheiro lafaiete,s.paulo|mooca|rua conselheiro lafaiete,3604,358
14275,mogi das cruzes,vl cintra,rua dos mineiros,mogi das cruzes|vl cintra|rua dos mineiros,6025,227
140,americana,jardim sao luiz,avenida unitika,americana|jardim sao luiz|avenida unitika,2665,9
32300,sao paulo,tatuape,praca silvio romero,s.paulo|tatuape|praca silvio romero,4894,358
139,americana,jardim sao luiz,avenida joaquim boer,americana|jardim sao luiz|avenida joaquim boer,2665,9
15898,osasco,vila osasco,avenida santo antonio,osasco|vila osasco|avenida santo antonio,5695,249
22920,sao paulo,alto de pinheiros,rua fradique coutinho,s.paulo|alto de pinheiros|rua fradique coutinho,62,358
4643,cotia,jardim belizario,estrada do capuava,cotia|jardim belizario|estrada do capuava,1504,92
34793,salto de pirapora,jardim sao paulo,estrada piraporao,salto de pirapora|jardim sao paulo|estrada piraporao,2673,372
24617,sao paulo,cerqueira cesar,rua haddock lobo 585,s.paulo|cerqueira cesar|rua haddock lobo 585,532,358
17058,presidente epitacio,vila santa rosa,rua vitoria,presidente epitacio|vila santa rosa|rua vitoria,5862,307
6944,francisco morato,jardim professor francisco morato,rua reinaldo porchart,francisco morato|jardim professor francisco morato|rua reinaldo porchart,2429,121
29615,sao paulo,parque santo antonio,rua jose manoel camisa nova,s.paulo|parque santo antonio|rua jose manoel camisa nova,4105,358
11892,jandira,pq santa tereza,rua rio grande de serra,jandira|pq santa tereza|rua rio grande de serra,4377,186
12607,limeira,jardim sao paulo,rua constante ometto,limeira|jardim sao paulo|rua constante ometto,2673,202
391,aracatuba,vila sao paulo,rua domingos jorge velho,aracatuba|vila sao paulo|rua domingos jorge velho,5893,19
9642,indaiatuba,jardim california,rua basilio martins,indaiatuba|jardim california|rua basilio martins,1557,153
26113,sao paulo,iguatemi,rua tauro,s.paulo|iguatemi|rua tauro,1258,358
2521,campinas,jd bandeirantes,avenida mal rondon,campinas|jd bandeirantes|avenida mal rondon,2922,61
6034,embu das artes,jardim casa branca,rua hipopotamo,embu das artes|jardim casa branca|rua hipopotamo,1595,108
6389,espirito santo pinhal,jardim universitario ii,rua epaminondas scalese,espirito sto. pinhal|jardim universitario ii|rua epaminondas scalese,2785,112
4708,cotia,jd araruama,rua sumare,cotia|jd araruama|rua sumare,2912,92
31759,sao paulo,sao rafael,rua flores da primavera,s.paulo|sao rafael|rua flores da primavera,4770,358
30133,sao paulo,pirituba,rua antonio de proenca,s.paulo|pirituba|rua antonio de proenca,4216,358
3585,campinas,vila jose martins,avenida adolfo lutz,campinas|vila jose martins|avenida adolfo lutz,5483,61
24266,sao paulo,capao redondo,rua creta,s.paulo|capao redondo|rua creta,459,358
36181,suzano,jd guaio,rua general francisco glicerio,suzano|jd guaio|rua general francisco glicerio,3042,387
13,aguas de sao pedro,jd mariluz,rua santina dante medrano,aguas de sao pedro|jd mariluz|rua santina dante medrano,3141,4
34591,sao sebastiao,maresias,avenida doutor francisco loup,s.sebastiao|maresias|avenida doutor francisco loup,3542,364
24907,sao paulo,cidade dutra,rua adelino jose da silva,s.paulo|cidade dutra|rua adelino jose da silva,764,358
23302,sao paulo,bela vista,rua carlos comenale,s.paulo|bela vista|rua carlos comenale,341,358
18309,santo andre,centro,avenida queiros dos santos,s.andre|centro|avenida queiros dos santos,513,331
6193,embu das artes,pirajussara,rua los angeles,embu das artes|pirajussara|rua los angeles,4213,108
27148,sao paulo,jaguare,rua egidia pelusa franchini,s.paulo|jaguare|rua egidia pelusa franchini,1350,358
21906,sao caetano do sul,sao lucas,rua pascoal ranieri mazzilli,s.caetano do sul|sao lucas|rua pascoal ranieri mazzilli,4761,339
8504,guarulhos,picanco,avenida bartolomeu de carlos,guarulhos|picanco|avenida bartolomeu de carlos,4199,136
11398,itaquaquecetuba,vl virginia,rua juiz de fora,itaquaquecetuba|vl virginia|rua juiz de fora,6089,170
29954,sao paulo,perus,rua ilha dos lobos,s.paulo|perus|rua ilha dos lobos,4197,358
